age,age_pm,age_high,age_low,site_lat,site_lon,model_lat,model_lon,plate,nn,k,dec,inc,model_vgp_lat,model_vgp_lon,site,site_ID,location,psv10_location,reference,magic_method_code
2.61E+00,999,2.93E+00,2.29E+00,37.66,358.92,37.29033881,358.4049378,EU,12,72.2,174,-45,-78.1,25.5,C3,108,South Eastern Spain,Spain,Calvorathert09,GM-CC:LP-DC4:LP-DIR-T
7.50E+00,999,8.00E+00,7.00E+00,36.89,358,35.82110738,356.5477108,EU,9,195.4,213.2,-58.5,-63.6,249.1,G21,109,South Eastern Spain,Spain,Calvorathert09,GM-CC:LP-DC4:LP-DIR-T
6.81E+00,999,7.82E+00,5.80E+00,38.15,358.87,37.18341614,357.5306969,EU,11,238.7,310.2,48.2,48.1,271.7,M1,110,South Eastern Spain,Spain,Calvorathert09,GM-ARAR:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:LP-PI-TRM-ZI
7.15E+00,999,8.60E+00,5.70E+00,38.25,358.53,37.23345603,357.128363,EU,9,298.1,349.5,65.6,76.9,324.3,M2,111,South Eastern Spain,Spain,Calvorathert09,GM-ARAR:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:LP-PI-TRM-ZI
7.12E+00,7.00E-02,999,999,38.24,358.28,37.22662325,356.8876613,EU,13,83.4,22.9,58.3,71.9,74.2,M3,112,South Eastern Spain,Spain,Calvorathert09,GM-ARAR:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:LP-PI-TRM-ZI
6.76E+00,4.00E-02,999,999,38.46,358.53,37.49906177,357.202698,EU,6,148,326.3,17.3,48.2,232.6,M4,113,South Eastern Spain,Spain,Calvorathert09,GM-ARAR:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:LP-PI-TRM-ZI
7.04E+00,1.00E-02,999,999,38.42,358.43,37.4186977,357.0498719,EU,9,308.9,28,32.1,58.3,118.5,M6,114,South Eastern Spain,Spain,Calvorathert09,GM-ARAR:LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:LP-PI-TRM-ZI
8.20E+00,999,999,999,37.3,358.21,36.1320501,356.6172376,EU,9,97.4,256.6,-47.6,-26.6,249.2,V1,115,South Eastern Spain,Spain,Calvorathert09,GM-CC:LP-DC4:LP-DIR-T
6.44E+00,2.80E-01,999,999,37.21,358.17,36.29324304,356.9173407,EU,12,174.9,314.1,67.8,54.4,305.6,V2,116,South Eastern Spain,Spain,Calvorathert09,GM-ARAR:LP-DC4:LP-DIR-T
2.70E+00,999,3.75E+00,1.65E+00,41.31,44.12,41.11335369,43.36538746,EU,12,104.7,8.6,63,82.9,102.6,DM1,117,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.70E+00,999,3.75E+00,1.65E+00,41.31,44.12,41.11335369,43.36538746,EU,7,263.2,2.6,64.3,84.7,63.2,DM6,118,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.00E+00,999,2.15E+00,1.85E+00,41.33,44.34,41.18574946,43.77996118,EU,8,62.8,3.3,79.8,60.9,46.1,DM8,119,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ
2.00E+00,999,2.15E+00,1.85E+00,41.33,44.34,41.18574946,43.77996118,EU,8,122.9,14.5,71.9,71.8,69.8,DM9,120,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ
2.00E+00,999,2.15E+00,1.85E+00,41.33,44.34,41.18574946,43.77996118,EU,10,265.5,13.9,75.9,66.4,59.4,DM10,121,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.00E+00,999,2.15E+00,1.85E+00,41.33,44.34,41.18574946,43.77996118,EU,8,135.9,14.9,75,67.5,62.3,DM11,122,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ
2.00E+00,999,2.15E+00,1.85E+00,41.34,44.34,41.19574928,43.77988232,EU,7,282.7,19.4,75.5,65.7,65.5,DM13,123,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ
2.00E+00,999,2.15E+00,1.85E+00,41.34,44.34,41.19574928,43.77988232,EU,8,89.3,358.4,67.8,80.4,37.7,DM14,124,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ
2.00E+00,999,2.15E+00,1.85E+00,41.34,44.34,41.19574928,43.77988232,EU,7,101.7,10.2,72.7,71.9,61.3,DM15,125,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ
2.00E+00,999,2.15E+00,1.85E+00,41.34,44.34,41.19574928,43.77988232,EU,8,202.4,4.6,69.8,77.2,56.1,DM16,126,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.00E+00,999,2.15E+00,1.85E+00,41.34,44.34,41.19574928,43.77988232,EU,5,110.9,11.7,70.3,74.7,70.3,DM17,127,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.00E+00,999,2.15E+00,1.85E+00,41.34,44.35,41.19579384,43.78986008,EU,7,65.1,8.4,73.8,70.6,56.6,DM18,128,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.33E+00,999,2.58E+00,2.07E+00,41.41,44.1,41.24083048,43.44907187,EU,7,70.2,11.9,55.6,79.4,158.4,DM20,129,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.33E+00,999,2.58E+00,2.07E+00,41.41,44.1,41.24083048,43.44907187,EU,5,165.7,11.8,58.3,80.7,143.6,DM21,130,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
2.73E+00,999,3.27E+00,2.18E+00,41.43,43.46,41.22752868,42.69918481,EU,7,134.1,359.5,50.8,80.3,225.2,AK16,131,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ
2.73E+00,999,3.27E+00,2.18E+00,41.43,43.46,41.22752868,42.69918481,EU,7,207.5,3.7,53.1,81.9,200.3,AK18,132,"Djavakheti Highland, Southern Georgia",Georgia,Calvorathert11,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM-IZ
3.57E+00,999,4.15E+00,2.99E+00,41.361111,43.267222,41.09341869,42.27315976,EU,7,518.9,190,-56.9,-81.5,334,AP1,133,"Djhavakheti Highland, Georgia",Georgia,Calvorathert13a,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-ZI
3.57E+00,999,4.15E+00,2.99E+00,41.361111,43.267222,41.09341869,42.27315976,EU,12,3140.3,202.4,-55.2,-71.7,322,AP10,134,"Djhavakheti Highland, Georgia",Georgia,Calvorathert13a,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-ZI
3.57E+00,999,4.15E+00,2.99E+00,41.361111,43.267222,41.09341869,42.27315976,EU,12,906.2,21.2,-57.6,8.3,205.6,AP2,135,"Djhavakheti Highland, Georgia",Georgia,Calvorathert13a,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-ZI
3.57E+00,999,4.15E+00,2.99E+00,41.361111,43.267222,41.09341869,42.27315976,EU,4,155.2,326.2,49.4,60.7,301.4,AP3(A),136,"Djhavakheti Highland, Georgia",Georgia,Calvorathert13a,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.57E+00,999,4.15E+00,2.99E+00,41.361111,43.267222,41.09341869,42.27315976,EU,7,1560.6,214.3,-52.1,-61.5,318.2,AP4,137,"Djhavakheti Highland, Georgia",Georgia,Calvorathert13a,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
3.57E+00,999,4.15E+00,2.99E+00,41.361111,43.267222,41.09341869,42.27315976,EU,8,1288.1,194.3,-46.2,-72.1,356.9,AP5,138,"Djhavakheti Highland, Georgia",Georgia,Calvorathert13a,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-ZI
3.57E+00,999,4.15E+00,2.99E+00,41.361111,43.267222,41.09341869,42.27315976,EU,12,3089.8,230.7,-46.3,-46.7,313.9,AP6,139,"Djhavakheti Highland, Georgia",Georgia,Calvorathert13a,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-ZI
3.57E+00,999,4.15E+00,2.99E+00,41.361111,43.267222,41.09341869,42.27315976,EU,6,1290.6,351.1,61.5,83.2,328.4,AP7,140,"Djhavakheti Highland, Georgia",Georgia,Calvorathert13a,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-ZI
3.57E+00,999,4.15E+00,2.99E+00,41.361111,43.267222,41.09341869,42.27315976,EU,11,163.6,336.3,39.2,62.5,276,AP8 (A),141,"Djhavakheti Highland, Georgia",Georgia,Calvorathert13a,GM-CC-STRAT:LP-DC5:LP-DIR-AF:LP-DIR-T
4.01E+00,2.00E-02,999,999,21.0463,255.6037,21.38026354,255.9716507,NA,6,263.7,176.7,-6.9,-71.8,266.6,TEP1,142,Trans-Mexican Volcanic Field,Georgia,Calvorathert13b,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.30E+00,1.00E-02,999,999,20.8163,255.7735,21.08963854,256.0732619,NA,7,172.6,3.5,34.5,86.1,18.3,TEP10,143,Trans-Mexican Volcanic Field,Georgia,Calvorathert13b,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.91E+00,3.00E-02,999,999,20.7723,255.8617,21.01265275,256.1254745,NA,9,180.1,358.3,19.9,79.1,85,TEP11,144,Trans-Mexican Volcanic Field,Georgia,Calvorathert13b,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
5.42E-01,2.40E-02,999,999,21.2548,255.306,21.30076179,255.3557247,NA,8,86.1,135.9,-40.7,-49.3,356.7,TEP4,145,Trans-Mexican Volcanic Field,Georgia,Calvorathert13b,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.07E-01,3.40E-02,999,999,21.2803,255.3166,21.30633388,255.3447833,NA,11,257.8,338.5,50.6,68.3,197.3,TEP5,146,Trans-Mexican Volcanic Field,Georgia,Calvorathert13b,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.40E+00,4.00E-02,999,999,20.9635,255.9137,21.24346702,256.2247806,NA,8,50.2,345.1,36.1,76,163.9,TEP7,147,Trans-Mexican Volcanic Field,Georgia,Calvorathert13b,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.99E+00,5.00E-02,999,999,20.6967,255.7497,21.02710182,256.110768,NA,8,121.8,180.8,-25.2,-82.2,250.4,TEP9,148,Trans-Mexican Volcanic Field,Georgia,Calvorathert13b,GM-ARAR:LP-DC5:LP-DIR-AF:LP-DIR-T
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,7,255,332.2,-50.7,63.9,346.7,al1,149,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,4,458,278.3,-62.5,35,292,al10,150,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,7,525,244.5,-75.8,30.8,259.8,al12,151,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,8,158,5.3,-70,81.8,209.1,al13,152,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,7,183,11.1,-58.6,79.2,104.2,al14,153,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,7,444,8.8,-53.1,75.6,82.2,al15,154,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,8,619,350.5,-61,81.9,350.8,al16,155,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,7,455,8.8,-68.5,82.2,187.5,al2,156,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,7,228,356.5,-69,83.5,250.7,al3,157,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,12,186,8.5,-70.1,80.6,199.3,al5,158,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,7,232,357.8,-68.6,84.3,245.3,al6,159,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,6,272,1.2,-71.1,80.8,227.2,al7,160,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,10,340,352.4,-63.3,84.5,335.4,al8,161,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,3.50E+00,2.50E+00,-46.377,51.781,-46.43272153,51.42135191,AN,7,617,347.7,-66,81.5,304.2,al9,162,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
2.25E+00,999,2.50E+00,2.00E+00,-46.429,51.867,-46.47026388,51.59774338,AN,7,130,189,63.4,-83.5,311.3,bo1,163,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.468,51.809,-46.52356869,51.45040726,AN,7,287,159.6,52.7,-69.6,174.7,cn1,164,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
6.40E-01,999,7.80E-01,5.00E-01,-46.468,51.809,-46.47969341,51.73247832,AN,6,87,341,-61.7,76.1,329.8,cn11,165,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
6.40E-01,999,7.80E-01,5.00E-01,-46.468,51.809,-46.47969341,51.73247832,AN,6,153,7.7,-66.2,84.4,166.6,cn14,166,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
6.40E-01,999,7.80E-01,5.00E-01,-46.468,51.809,-46.47969341,51.73247832,AN,5,79,329.4,-74,67.5,273.2,cn15,167,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.468,51.809,-46.52356869,51.45040726,AN,7,70,148.9,46.8,-59.4,167.7,cn2,168,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.468,51.809,-46.52356869,51.45040726,AN,7,379,147.6,50.5,-60.8,161.5,cn3,169,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.468,51.809,-46.52356869,51.45040726,AN,5,147,205,62.2,-72.1,320.8,cn4,170,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.468,51.809,-46.52356869,51.45040726,AN,7,150,231,50.1,-48.1,318.1,cn5,171,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.468,51.809,-46.52356869,51.45040726,AN,7,144,215.7,56.7,-62.1,315,cn6,172,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.468,51.809,-46.52356869,51.45040726,AN,5,91,210.1,45.5,-59.3,292.5,cn7,173,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.468,51.809,-46.52356869,51.45040726,AN,7,66,234.8,74.7,-55.8,7.2,cn9,174,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.383,51.765,-46.43880711,51.40540367,AN,6,139,189,66.4,-83.5,346.4,pc10,175,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.383,51.765,-46.43880711,51.40540367,AN,7,330,186.5,50,-73.6,251.5,pc11,176,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
6.40E-01,999,7.80E-01,5.00E-01,-46.383,51.765,-46.39474384,51.68826429,AN,7,269,357.6,-76.1,72.7,235.3,pc12,177,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
6.40E-01,999,7.80E-01,5.00E-01,-46.383,51.765,-46.39474384,51.68826429,AN,7,90,349.3,-55.1,76.6,11.2,pc13,178,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.383,51.765,-46.43880711,51.40540367,AN,7,64,188.4,68.2,-82.6,6.1,pc2,179,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.383,51.765,-46.43880711,51.40540367,AN,5,92,197.1,65.9,-78.3,336.2,pc3,180,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.383,51.765,-46.43880711,51.40540367,AN,5,63,186.8,63.1,-84.9,302.6,pc4,181,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.383,51.765,-46.43880711,51.40540367,AN,7,198,171.6,65.2,-84.2,130.2,pc5,182,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.383,51.765,-46.43880711,51.40540367,AN,7,54,180.1,67.4,-86.2,50.4,pc6,183,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.383,51.765,-46.43880711,51.40540367,AN,9,138,174.1,65.8,-85.7,117.3,pc8,184,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
3.00E+00,999,4.00E+00,2.00E+00,-46.383,51.765,-46.43880711,51.40540367,AN,8,528,180.3,68.8,-84.2,49.6,pc9,185,Possession Island,Possession Island,Camps01,GM-PMAG-POL:LP-DC4:LP-DIR-AF
2.75E-01,999,5.50E-01,0.00E+00,-35.25,289.48,-35.26862477,289.4770626,SA,38,308.3,9.5,-50.5,81.1,355.2,N-1,186,Argentina,Argentina,Canontapia94,GM-CC-STRAT:LP-DC4:LP-DIR-AF
2.75E-01,999,5.50E-01,0.00E+00,-35.25,289.48,-35.26862477,289.4770626,SA,8,87.3,4.6,-34.3,73.1,304.6,N-2,187,Argentina,Argentina,Canontapia94,GM-CC-STRAT:LP-DC4:LP-DIR-AF
2.75E-01,999,5.50E-01,0.00E+00,-35.25,289.48,-35.26862477,289.4770626,SA,11,353.6,359.5,-47.4,83.3,285.7,N-3,188,Argentina,Argentina,Canontapia94,GM-CC-STRAT:LP-DC4:LP-DIR-AF
2.75E-01,999,5.50E-01,0.00E+00,-35.25,289.48,-35.26862477,289.4770626,SA,14,128.7,13.8,-63.6,75.6,67.1,N-4,189,Argentina,Argentina,Canontapia94,GM-CC-STRAT:LP-DC4:LP-DIR-AF
2.75E-01,999,5.50E-01,0.00E+00,-35.29,289.48,-35.30862476,289.4770412,SA,7,123.9,354.9,-54.6,85.8,200.5,S-1,190,Argentina,Argentina,Canontapia94,GM-CC-STRAT:LP-DC4:LP-DIR-AF
2.75E-01,999,5.50E-01,0.00E+00,-35.29,289.48,-35.30862476,289.4770412,SA,5,157.2,356.5,-49.8,84.5,256.5,S-2,191,Argentina,Argentina,Canontapia94,GM-CC-STRAT:LP-DC4:LP-DIR-AF
2.75E-01,999,5.50E-01,0.00E+00,-35.29,289.48,-35.30862476,289.4770412,SA,6,334.9,355,-43.7,79.3,264.4,S-3,192,Argentina,Argentina,Canontapia94,GM-CC-STRAT:LP-DC4:LP-DIR-AF
2.75E-01,999,5.50E-01,0.00E+00,-35.29,289.48,-35.30862476,289.4770412,SA,7,223.1,359,-42.7,79.4,284.5,S-4,193,Argentina,Argentina,Canontapia94,GM-CC-STRAT:LP-DC4:LP-DIR-AF
1.02E+00,2.50E-02,999,999,16.092,298.283,15.96940882,298.1733237,CA,8,254.942768,-6.8,18.5,80.7,164.7,GU01,194,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
7.90E-02,3.00E-03,999,999,16.033,298.342,16.02350274,298.3335244,CA,5,257.7251808,2.1,24.2,86.1,86.9,GU02,195,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
7.70E-02,4.00E-03,999,999,16.04,298.366,16.03073669,298.35774,CA,8,425.3472222,6.1,17.7,80.8,77.1,GU04,196,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
4.70E-02,2.10E-02,999,999,16.04,298.328,16.03435175,298.3229595,CA,5,680.5555556,1,30.2,89,16.9,GU05,197,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
6.29E-01,1.30E-02,999,999,16.049,298.301,15.97353775,298.2335036,CA,4,253.0991736,-9.5,32.7,80.7,220.9,GU06,198,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
6.20E-01,1.50E-02,999,999,16.064,298.29,15.98964028,298.2235098,CA,8,362.4260355,-1.6,43.8,80.3,289.7,GU07,199,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
2.08E-01,2.80E-02,999,999,16.062,298.335,16.03700468,298.3127031,CA,8,189.0432099,-23,-10.9,58.7,166.7,GU08,200,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
7.85E-01,2.20E-02,1.00E+00,0.00E+00,16.09,298.246,15.99599616,298.1618878,CA,9,150.8156356,-19.3,31.4,71.5,213.9,GU11,201,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
7.84E-01,1.90E-02,999,999,16.058,298.247,15.96411315,298.1628996,CA,9,241.9753086,3.6,29.6,86.5,29.4,GU13,202,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
4.45E-01,6.00E-03,999,999,16.035,298.314,15.98157695,298.266237,CA,5,302.4691358,13.9,47.7,71.9,340.9,GU14,203,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
5.55E-01,2.60E-02,999,999,15.961,298.296,15.89441784,298.2362691,CA,7,132.3251418,7.2,36.3,81.9,355.2,GU15,204,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
5.00E-01,999,1.00E+00,0.00E+00,15.981,298.301,15.92100211,298.2472301,CA,4,204.0816327,-0.8,23.9,86.5,131.1,GU16,205,West French Indies,West French Indies,Carlut00,LP-DC5:LP-DIR-AF:LP-DIR-T
5.00E-01,999,1.00E+00,0.00E+00,15.981,298.386,15.92085344,298.3322045,CA,8,957.03125,7.5,23.6,81.9,53.7,GU17,206,West French Indies,West French Indies,Carlut00,LP-DC5:LP-DIR-AF:LP-DIR-T
5.00E-01,999,1.00E+00,0.00E+00,15.978,298.385,15.91785519,298.3311991,CA,5,156.8,9.4,24.5,80.4,45.8,GU18,207,West French Indies,West French Indies,Carlut00,LP-DC5:LP-DIR-AF:LP-DIR-T
1.43E-01,6.00E-03,999,999,16.061,298.309,16.04382698,298.2936744,CA,8,102.0408163,-8.5,16.9,78.9,167.5,GU19,208,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
4.72E-01,1.60E-02,999,999,15.951,298.297,15.89436615,298.2461913,CA,10,116.5972635,-8.1,36.6,81.1,239.6,GU20,209,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
5.33E-01,999,999,999,16.03866667,298.257,15.9747547,298.1997729,CA,18,747.2603411,359.8830035,30.77413881,89.4,287.7,GU21:GU31:GU33,210,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-DC5:LP-DIR-AF:LP-DIR-T:LP-DC5:LP-DIR-AF:LP-DIR-T
7.46E-01,1.30E-02,999,999,16.06,298.25,15.97065061,298.1699857,CA,6,740.7407407,2.5,24.7,86.1,79.1,GU22,211,West French Indies,West French Indies,Carlut00,GM-KAR:LP-DC5:LP-DIR-AF:LP-DIR-T
5.00E-01,999,1.00E+00,0.00E+00,16.025,298.406,15.9648184,298.3522816,CA,10,289.9408284,8,33.5,82,10.1,GU24,212,West French Indies,West French Indies,Carlut00,LP-DC5:LP-DIR-AF:LP-DIR-T
